Time load data,49.710
Before  pg_size_pretty 
----------------
 7894 kB
(1 row)
After  pg_size_pretty 
----------------
 4195 MB
(1 row)
2026-08-21 06:08:19.865,q1.sql,[(817102702,)],39.81383931823075,40.15318753086031,187076,[41.089409;40.439105;39.750135;39.673449;39.813839]
2026-08-21 06:08:29.704,q2.sql,[(3340333,)],1.9614530634135008,1.9624739773571491,82720,[1.943461;1.981023;1.969712;1.956720;1.961453]
2026-08-21 06:09:08.699,q3.sql,[(3186204,)],7.7838241793215275,7.793250866606831,126668,[7.745793;7.783824;7.758231;7.857929;7.820477]
2026-08-21 06:09:38.232,q4.sql,[(50077955,)],5.890969753265381,5.901433577761054,80584,[5.890970;5.853356;5.853774;5.905318;6.003751]
2026-08-21 06:09:58.662,q5.sql,[(41626686,)],4.020698543637991,4.040485313534736,78700,[4.002674;3.989091;4.133609;4.020699;4.056354]
2026-08-21 06:22:59.124,q6.sql,[(6256964594,)],155.4737234879285,156.08745407983662,91040,[153.511178;153.524769;161.471530;155.473723;156.456070]
2026-08-21 06:23:38.542,q7.sql,[(85201127,)],7.889185003936291,7.878328705206513,87564,[7.910449;7.845265;7.889185;7.913395;7.833349]
2026-08-21 06:24:21.393,q8.sql,[(20801937,)],8.482938259840012,8.564951054379344,107672,[8.482938;8.441540;8.476346;8.779537;8.644394]
2026-08-21 06:53:04.346,q9.sql,[(6024450864,)],343.4447087459266,344.5851801712066,101876,[346.604573;346.502805;342.941564;343.444709;343.432250]
failure_rate,0.000%
